"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 06:10:22 GMT 2023","Tue Nov 07 06:10:28 GMT 2023","5867","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Tue Nov 07 06:09:37 GMT 2023","Tue Nov 07 06:09:38 GMT 2023","1906","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Tue Nov 07 06:11:20 GMT 2023","Tue Nov 07 06:11:20 GMT 2023","328","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Tue Nov 07 06:12:58 GMT 2023","Tue Nov 07 06:13:00 GMT 2023","2307","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Tue Nov 07 06:11:14 GMT 2023","Tue Nov 07 06:11:14 GMT 2023","33","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Tue Nov 07 06:10:47 GMT 2023","Tue Nov 07 06:10:47 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Tue Nov 07 06:12:55 GMT 2023","Tue Nov 07 06:12:55 GMT 2023","7","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"failed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","2","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"passed","Tue Nov 07 06:10:31 GMT 2023","Tue Nov 07 06:10:33 GMT 2023","1754","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"failed","Tue Nov 07 06:11:14 GMT 2023","Tue Nov 07 06:11:20 GMT 2023","5595","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Tue Nov 07 06:11:20 GMT 2023","Tue Nov 07 06:11:20 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Tue Nov 07 06:13:31 GMT 2023","Tue Nov 07 06:13:35 GMT 2023","3778","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"passed","Tue Nov 07 06:12:55 GMT 2023","Tue Nov 07 06:12:55 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"skipped","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Tue Nov 07 06:10:04 GMT 2023","Tue Nov 07 06:10:10 GMT 2023","5834","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Tue Nov 07 06:09:38 GMT 2023","Tue Nov 07 06:09:40 GMT 2023","1876","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"broken","Tue Nov 07 06:11:53 GMT 2023","Tue Nov 07 06:12:23 GMT 2023","30161","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"passed","Tue Nov 07 06:11:04 GMT 2023","Tue Nov 07 06:11:06 GMT 2023","1785","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"failed","Tue Nov 07 06:13:15 GMT 2023","Tue Nov 07 06:13:20 GMT 2023","5173","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Tue Nov 07 06:12:55 GMT 2023","Tue Nov 07 06:12:58 GMT 2023","3046","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"broken","Tue Nov 07 06:12:53 GMT 2023","Tue Nov 07 06:12:54 GMT 2023","835","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Tue Nov 07 06:10:47 GMT 2023","Tue Nov 07 06:10:49 GMT 2023","2674","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","7","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"passed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:57 GMT 2023","2064","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"passed","Tue Nov 07 06:10:58 GMT 2023","Tue Nov 07 06:10:59 GMT 2023","1385","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Tue Nov 07 06:10:10 GMT 2023","Tue Nov 07 06:10:16 GMT 2023","5922","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"broken","Tue Nov 07 06:12:54 GMT 2023","Tue Nov 07 06:12:54 GMT 2023","552","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"skipped","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Tue Nov 07 06:10:59 GMT 2023","Tue Nov 07 06:11:04 GMT 2023","4479","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Tue Nov 07 06:10:40 GMT 2023","Tue Nov 07 06:10:44 GMT 2023","4145","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"failed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","6","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Tue Nov 07 06:12:55 GMT 2023","Tue Nov 07 06:12:55 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"passed","Tue Nov 07 06:10:52 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","2437","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"broken","Tue Nov 07 06:12:23 GMT 2023","Tue Nov 07 06:12:53 GMT 2023","30169","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Tue Nov 07 06:13:15 GMT 2023","Tue Nov 07 06:13:15 GMT 2023","18","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"skipped","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"failed","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","15","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Tue Nov 07 06:10:30 GMT 2023","Tue Nov 07 06:10:31 GMT 2023","1505","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Tue Nov 07 06:11:06 GMT 2023","Tue Nov 07 06:11:14 GMT 2023","8277","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"failed","Tue Nov 07 06:09:21 GMT 2023","Tue Nov 07 06:09:34 GMT 2023","12566","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 06:10:33 GMT 2023","Tue Nov 07 06:10:35 GMT 2023","1729","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"broken","Tue Nov 07 06:11:23 GMT 2023","Tue Nov 07 06:11:53 GMT 2023","30172","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"skipped","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Tue Nov 07 06:10:44 GMT 2023","Tue Nov 07 06:10:47 GMT 2023","2451","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"skipped","Tue Nov 07 06:10:55 GMT 2023","Tue Nov 07 06:10:55 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
