"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 03 19:44:18 GMT 2023","Fri Nov 03 19:44:18 GMT 2023","2","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Fri Nov 03 19:44:00 GMT 2023","Fri Nov 03 19:44:02 GMT 2023","1875","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Fri Nov 03 19:44:51 GMT 2023","Fri Nov 03 19:44:51 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Fri Nov 03 19:44:48 GMT 2023","Fri Nov 03 19:44:50 GMT 2023","1745","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Fri Nov 03 19:43:17 GMT 2023","Fri Nov 03 19:43:23 GMT 2023","5612","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Fri Nov 03 19:44:51 GMT 2023","Fri Nov 03 19:44:51 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"failed","Fri Nov 03 19:44:57 GMT 2023","Fri Nov 03 19:45:03 GMT 2023","5406","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Fri Nov 03 19:44:44 GMT 2023","Fri Nov 03 19:44:46 GMT 2023","2479","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Fri Nov 03 19:45:11 GMT 2023","Fri Nov 03 19:45:14 GMT 2023","2767","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"failed","Fri Nov 03 19:43:46 GMT 2023","Fri Nov 03 19:43:51 GMT 2023","5038","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"broken","Fri Nov 03 19:44:10 GMT 2023","Fri Nov 03 19:44:10 GMT 2023","53","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Fri Nov 03 19:44:16 GMT 2023","Fri Nov 03 19:44:18 GMT 2023","2177","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Fri Nov 03 19:45:10 GMT 2023","Fri Nov 03 19:45:11 GMT 2023","1206","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"failed","Fri Nov 03 19:45:03 GMT 2023","Fri Nov 03 19:45:08 GMT 2023","4736","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Fri Nov 03 19:43:56 GMT 2023","Fri Nov 03 19:43:58 GMT 2023","1952","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
