"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"passed","Tue Nov 07 14:48:09 GMT 2023","Tue Nov 07 14:48:09 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"passed","Tue Nov 07 14:46:02 GMT 2023","Tue Nov 07 14:46:06 GMT 2023","3487","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"failed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","10","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"passed","Tue Nov 07 14:46:22 GMT 2023","Tue Nov 07 14:46:29 GMT 2023","7416","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Tue Nov 07 14:45:03 GMT 2023","Tue Nov 07 14:45:04 GMT 2023","1513","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Tue Nov 07 14:46:16 GMT 2023","Tue Nov 07 14:46:17 GMT 2023","634","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"skipped","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","1","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Tue Nov 07 14:45:55 GMT 2023","Tue Nov 07 14:45:57 GMT 2023","1507","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"failed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","9","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Tue Nov 07 14:45:46 GMT 2023","Tue Nov 07 14:45:51 GMT 2023","5660","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"failed","Tue Nov 07 14:44:52 GMT 2023","Tue Nov 07 14:45:01 GMT 2023","9220","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 14:46:35 GMT 2023","Tue Nov 07 14:46:36 GMT 2023","971","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Tue Nov 07 14:45:23 GMT 2023","Tue Nov 07 14:45:29 GMT 2023","5643","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","3","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"broken","Tue Nov 07 14:47:37 GMT 2023","Tue Nov 07 14:48:07 GMT 2023","30147","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Tue Nov 07 14:48:09 GMT 2023","Tue Nov 07 14:48:11 GMT 2023","2230","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"passed","Tue Nov 07 14:45:40 GMT 2023","Tue Nov 07 14:45:46 GMT 2023","5618","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"skipped","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","1","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"failed","Tue Nov 07 14:48:20 GMT 2023","Tue Nov 07 14:48:26 GMT 2023","5558","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"failed","Tue Nov 07 14:48:26 GMT 2023","Tue Nov 07 14:48:31 GMT 2023","4923","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Tue Nov 07 14:46:21 GMT 2023","Tue Nov 07 14:46:22 GMT 2023","977","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"passed","Tue Nov 07 14:45:29 GMT 2023","Tue Nov 07 14:45:34 GMT 2023","5652","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 14:46:35 GMT 2023","Tue Nov 07 14:46:35 GMT 2023","22","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Tue Nov 07 14:45:53 GMT 2023","Tue Nov 07 14:45:54 GMT 2023","1275","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"broken","Tue Nov 07 14:48:07 GMT 2023","Tue Nov 07 14:48:08 GMT 2023","764","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Tue Nov 07 14:45:01 GMT 2023","Tue Nov 07 14:45:03 GMT 2023","1712","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"passed","Tue Nov 07 14:48:14 GMT 2023","Tue Nov 07 14:48:20 GMT 2023","5706","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"skipped","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Tue Nov 07 14:46:35 GMT 2023","Tue Nov 07 14:46:35 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"failed","Tue Nov 07 14:48:33 GMT 2023","Tue Nov 07 14:48:39 GMT 2023","6539","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"broken","Tue Nov 07 14:48:08 GMT 2023","Tue Nov 07 14:48:08 GMT 2023","474","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"passed","Tue Nov 07 14:46:08 GMT 2023","Tue Nov 07 14:46:08 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"failed","Tue Nov 07 14:46:14 GMT 2023","Tue Nov 07 14:46:14 GMT 2023","9","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"passed","Tue Nov 07 14:48:26 GMT 2023","Tue Nov 07 14:48:26 GMT 2023","3","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
