"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 07 14:36:07 GMT 2023","Tue Nov 07 14:36:13 GMT 2023","6070","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"failed","Tue Nov 07 14:34:00 GMT 2023","Tue Nov 07 14:34:07 GMT 2023","6519","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 14:35:19 GMT 2023","Tue Nov 07 14:35:24 GMT 2023","5767","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"passed","Tue Nov 07 14:38:25 GMT 2023","Tue Nov 07 14:38:29 GMT 2023","3962","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"passed","Tue Nov 07 14:35:32 GMT 2023","Tue Nov 07 14:35:37 GMT 2023","5097","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"broken","Tue Nov 07 14:37:47 GMT 2023","Tue Nov 07 14:37:49 GMT 2023","1090","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Tue Nov 07 14:35:45 GMT 2023","Tue Nov 07 14:35:45 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"passed","Tue Nov 07 14:35:04 GMT 2023","Tue Nov 07 14:35:06 GMT 2023","2377","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Tue Nov 07 14:35:37 GMT 2023","Tue Nov 07 14:35:45 GMT 2023","7147","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"broken","Tue Nov 07 14:35:58 GMT 2023","Tue Nov 07 14:35:58 GMT 2023","94","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Tue Nov 07 14:34:44 GMT 2023","Tue Nov 07 14:34:51 GMT 2023","6526","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 14:35:48 GMT 2023","Tue Nov 07 14:35:49 GMT 2023","1872","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"passed","Tue Nov 07 14:37:50 GMT 2023","Tue Nov 07 14:37:50 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"passed","Tue Nov 07 14:35:06 GMT 2023","Tue Nov 07 14:35:08 GMT 2023","2059","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Tue Nov 07 14:36:14 GMT 2023","Tue Nov 07 14:36:15 GMT 2023","1309","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"skipped","Tue Nov 07 14:35:45 GMT 2023","Tue Nov 07 14:35:45 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"failed","Tue Nov 07 14:38:12 GMT 2023","Tue Nov 07 14:38:19 GMT 2023","7196","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Tue Nov 07 14:38:02 GMT 2023","Tue Nov 07 14:38:02 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Tue Nov 07 14:35:51 GMT 2023","Tue Nov 07 14:35:56 GMT 2023","4810","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Tue Nov 07 14:34:32 GMT 2023","Tue Nov 07 14:34:38 GMT 2023","6298","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
