"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 05 18:17:56 GMT 2023","Sun Nov 05 18:18:02 GMT 2023","5890","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 18:19:09 GMT 2023","Sun Nov 05 18:19:09 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Sun Nov 05 18:19:49 GMT 2023","Sun Nov 05 18:19:49 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Sun Nov 05 18:20:03 GMT 2023","Sun Nov 05 18:20:03 GMT 2023","7","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"failed","Sun Nov 05 18:17:08 GMT 2023","Sun Nov 05 18:17:21 GMT 2023","13181","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 18:18:49 GMT 2023","Sun Nov 05 18:18:51 GMT 2023","1360","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"failed","Sun Nov 05 18:18:47 GMT 2023","Sun Nov 05 18:18:47 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"passed","Sun Nov 05 18:18:54 GMT 2023","Sun Nov 05 18:18:56 GMT 2023","1322","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"failed","Sun Nov 05 18:17:24 GMT 2023","Sun Nov 05 18:17:30 GMT 2023","6172","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 18:20:11 GMT 2023","Sun Nov 05 18:20:12 GMT 2023","985","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"passed","Sun Nov 05 18:17:38 GMT 2023","Sun Nov 05 18:17:44 GMT 2023","5888","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"skipped","Sun Nov 05 18:18:47 GMT 2023","Sun Nov 05 18:18:47 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"failed","Sun Nov 05 18:19:57 GMT 2023","Sun Nov 05 18:20:03 GMT 2023","5975","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Sun Nov 05 18:18:39 GMT 2023","Sun Nov 05 18:18:41 GMT 2023","2505","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Sun Nov 05 18:18:21 GMT 2023","Sun Nov 05 18:18:23 GMT 2023","1525","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Sun Nov 05 18:18:41 GMT 2023","Sun Nov 05 18:18:44 GMT 2023","2494","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Sun Nov 05 18:20:12 GMT 2023","Sun Nov 05 18:20:15 GMT 2023","3288","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"passed","Sun Nov 05 18:18:36 GMT 2023","Sun Nov 05 18:18:39 GMT 2023","2952","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"failed","Sun Nov 05 18:20:03 GMT 2023","Sun Nov 05 18:20:08 GMT 2023","5178","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Sun Nov 05 18:18:08 GMT 2023","Sun Nov 05 18:18:13 GMT 2023","5890","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 18:18:39 GMT 2023","Sun Nov 05 18:18:39 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Sun Nov 05 18:18:19 GMT 2023","Sun Nov 05 18:18:21 GMT 2023","1735","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Sun Nov 05 18:19:03 GMT 2023","Sun Nov 05 18:19:03 GMT 2023","53","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
