"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 06 14:58:49 GMT 2023","Mon Nov 06 14:58:55 GMT 2023","5563","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Mon Nov 06 14:59:08 GMT 2023","Mon Nov 06 14:59:11 GMT 2023","3453","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Mon Nov 06 14:59:03 GMT 2023","Mon Nov 06 14:59:05 GMT 2023","2650","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Mon Nov 06 14:59:36 GMT 2023","Mon Nov 06 14:59:37 GMT 2023","1275","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Mon Nov 06 15:01:37 GMT 2023","Mon Nov 06 15:01:37 GMT 2023","12","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Mon Nov 06 15:01:24 GMT 2023","Mon Nov 06 15:01:24 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"skipped","Mon Nov 06 14:59:12 GMT 2023","Mon Nov 06 14:59:12 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Mon Nov 06 15:01:16 GMT 2023","Mon Nov 06 15:01:16 GMT 2023","2","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"passed","Mon Nov 06 14:59:03 GMT 2023","Mon Nov 06 14:59:03 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Mon Nov 06 14:58:44 GMT 2023","Mon Nov 06 14:58:46 GMT 2023","1818","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Mon Nov 06 14:59:05 GMT 2023","Mon Nov 06 14:59:08 GMT 2023","2679","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Mon Nov 06 14:59:37 GMT 2023","Mon Nov 06 14:59:38 GMT 2023","1557","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"passed","Mon Nov 06 14:59:15 GMT 2023","Mon Nov 06 14:59:16 GMT 2023","1510","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"skipped","Mon Nov 06 14:59:12 GMT 2023","Mon Nov 06 14:59:12 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Mon Nov 06 15:01:24 GMT 2023","Mon Nov 06 15:01:24 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
