"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 14:49:49 GMT 2023","Tue Nov 07 14:49:55 GMT 2023","6046","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Tue Nov 07 14:49:55 GMT 2023","Tue Nov 07 14:50:01 GMT 2023","6097","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Tue Nov 07 14:53:00 GMT 2023","Tue Nov 07 14:53:00 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"passed","Tue Nov 07 14:53:00 GMT 2023","Tue Nov 07 14:53:00 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest5","simplePropertyTest5()",""
"passed","Tue Nov 07 14:53:00 GMT 2023","Tue Nov 07 14:53:00 GMT 2023","3","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"passed","Tue Nov 07 14:51:23 GMT 2023","Tue Nov 07 14:51:25 GMT 2023","1630","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"failed","Tue Nov 07 14:53:16 GMT 2023","Tue Nov 07 14:53:23 GMT 2023","6486","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Tue Nov 07 14:50:57 GMT 2023","Tue Nov 07 14:50:57 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Tue Nov 07 14:53:00 GMT 2023","Tue Nov 07 14:53:00 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"broken","Tue Nov 07 14:51:26 GMT 2023","Tue Nov 07 14:51:57 GMT 2023","30211","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"broken","Tue Nov 07 14:51:08 GMT 2023","Tue Nov 07 14:51:08 GMT 2023","90","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"failed","Tue Nov 07 14:50:33 GMT 2023","Tue Nov 07 14:50:39 GMT 2023","5925","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Tue Nov 07 14:50:07 GMT 2023","Tue Nov 07 14:50:13 GMT 2023","6077","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Tue Nov 07 14:50:27 GMT 2023","Tue Nov 07 14:50:29 GMT 2023","1949","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Tue Nov 07 14:50:59 GMT 2023","Tue Nov 07 14:51:00 GMT 2023","1104","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"passed","Tue Nov 07 14:51:23 GMT 2023","Tue Nov 07 14:51:23 GMT 2023","398","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Tue Nov 07 14:51:17 GMT 2023","Tue Nov 07 14:51:17 GMT 2023","63","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"broken","Tue Nov 07 14:52:27 GMT 2023","Tue Nov 07 14:52:57 GMT 2023","30206","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Tue Nov 07 14:53:23 GMT 2023","Tue Nov 07 14:53:23 GMT 2023","10","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Tue Nov 07 14:51:08 GMT 2023","Tue Nov 07 14:51:17 GMT 2023","8533","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Tue Nov 07 14:53:09 GMT 2023","Tue Nov 07 14:53:09 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Tue Nov 07 14:50:57 GMT 2023","Tue Nov 07 14:50:57 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
