"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 06 14:32:52 GMT 2023","Mon Nov 06 14:32:52 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Mon Nov 06 14:31:38 GMT 2023","Mon Nov 06 14:31:40 GMT 2023","1665","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 14:32:45 GMT 2023","Mon Nov 06 14:32:45 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"passed","Mon Nov 06 14:33:06 GMT 2023","Mon Nov 06 14:33:06 GMT 2023","14","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Mon Nov 06 14:34:49 GMT 2023","Mon Nov 06 14:34:51 GMT 2023","1790","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"failed","Mon Nov 06 14:35:14 GMT 2023","Mon Nov 06 14:35:19 GMT 2023","5253","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"skipped","Mon Nov 06 14:32:52 GMT 2023","Mon Nov 06 14:32:52 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Mon Nov 06 14:34:49 GMT 2023","Mon Nov 06 14:34:49 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest5","simplePropertyTest5()",""
"passed","Mon Nov 06 14:35:19 GMT 2023","Mon Nov 06 14:35:22 GMT 2023","2797","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"passed","Mon Nov 06 14:32:39 GMT 2023","Mon Nov 06 14:32:43 GMT 2023","3867","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"passed","Mon Nov 06 14:34:54 GMT 2023","Mon Nov 06 14:34:54 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Mon Nov 06 14:35:11 GMT 2023","Mon Nov 06 14:35:14 GMT 2023","2625","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"passed","Mon Nov 06 14:32:28 GMT 2023","Mon Nov 06 14:32:30 GMT 2023","1460","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"skipped","Mon Nov 06 14:32:52 GMT 2023","Mon Nov 06 14:32:52 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Mon Nov 06 14:31:43 GMT 2023","Mon Nov 06 14:31:49 GMT 2023","5724","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 14:32:52 GMT 2023","Mon Nov 06 14:32:52 GMT 2023","2","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Mon Nov 06 14:32:52 GMT 2023","Mon Nov 06 14:32:52 GMT 2023","2","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"passed","Mon Nov 06 14:32:06 GMT 2023","Mon Nov 06 14:32:11 GMT 2023","5649","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 14:33:11 GMT 2023","Mon Nov 06 14:33:12 GMT 2023","339","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 14:32:52 GMT 2023","Mon Nov 06 14:32:52 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Mon Nov 06 14:33:06 GMT 2023","Mon Nov 06 14:33:06 GMT 2023","45","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Mon Nov 06 14:34:47 GMT 2023","Mon Nov 06 14:34:49 GMT 2023","2007","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"broken","Mon Nov 06 14:34:14 GMT 2023","Mon Nov 06 14:34:44 GMT 2023","30141","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Mon Nov 06 14:35:06 GMT 2023","Mon Nov 06 14:35:06 GMT 2023","333","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Mon Nov 06 14:32:54 GMT 2023","Mon Nov 06 14:32:55 GMT 2023","766","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"passed","Mon Nov 06 14:32:56 GMT 2023","Mon Nov 06 14:32:59 GMT 2023","3015","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Mon Nov 06 14:34:54 GMT 2023","Mon Nov 06 14:35:00 GMT 2023","6116","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
