"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 21:10:35 GMT 2023","Mon Nov 06 21:10:35 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Mon Nov 06 21:09:05 GMT 2023","Mon Nov 06 21:09:06 GMT 2023","1625","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 21:09:41 GMT 2023","Mon Nov 06 21:09:46 GMT 2023","5654","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Mon Nov 06 21:12:38 GMT 2023","Mon Nov 06 21:12:41 GMT 2023","2920","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"skipped","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"broken","Mon Nov 06 21:10:23 GMT 2023","Mon Nov 06 21:10:23 GMT 2023","46","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"failed","Mon Nov 06 21:12:32 GMT 2023","Mon Nov 06 21:12:38 GMT 2023","5291","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"passed","Mon Nov 06 21:10:03 GMT 2023","Mon Nov 06 21:10:07 GMT 2023","3702","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"broken","Mon Nov 06 21:10:35 GMT 2023","Mon Nov 06 21:10:35 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"failed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"failed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","2","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"passed","Mon Nov 06 21:10:23 GMT 2023","Mon Nov 06 21:10:29 GMT 2023","6103","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Mon Nov 06 21:09:55 GMT 2023","Mon Nov 06 21:09:56 GMT 2023","1494","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Mon Nov 06 21:10:13 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1874","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Mon Nov 06 21:09:01 GMT 2023","Mon Nov 06 21:09:03 GMT 2023","1793","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 21:09:46 GMT 2023","Mon Nov 06 21:09:52 GMT 2023","5627","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 21:09:29 GMT 2023","Mon Nov 06 21:09:35 GMT 2023","5645","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 21:10:09 GMT 2023","Mon Nov 06 21:10:09 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"failed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Mon Nov 06 21:10:35 GMT 2023","Mon Nov 06 21:10:35 GMT 2023","24","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Mon Nov 06 21:09:03 GMT 2023","Mon Nov 06 21:09:05 GMT 2023","1603","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest5","simplePropertyTest5()",""
"passed","Mon Nov 06 21:09:06 GMT 2023","Mon Nov 06 21:09:12 GMT 2023","5809","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:11 GMT 2023","2308","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"passed","Mon Nov 06 21:10:09 GMT 2023","Mon Nov 06 21:10:11 GMT 2023","2226","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Mon Nov 06 21:09:53 GMT 2023","Mon Nov 06 21:09:55 GMT 2023","1517","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"broken","Mon Nov 06 21:11:37 GMT 2023","Mon Nov 06 21:12:07 GMT 2023","30144","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"broken","Mon Nov 06 21:12:08 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","472","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testFormNoValidPhone","Заполнение формы регистрации",""
"passed","Mon Nov 06 21:10:18 GMT 2023","Mon Nov 06 21:10:19 GMT 2023","1185","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"skipped","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"passed","Mon Nov 06 21:09:35 GMT 2023","Mon Nov 06 21:09:41 GMT 2023","5679","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 21:12:30 GMT 2023","Mon Nov 06 21:12:32 GMT 2023","2379","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"failed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"passed","Mon Nov 06 21:10:22 GMT 2023","Mon Nov 06 21:10:23 GMT 2023","1068","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"passed","Mon Nov 06 21:10:29 GMT 2023","Mon Nov 06 21:10:29 GMT 2023","15","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"failed","Mon Nov 06 21:10:29 GMT 2023","Mon Nov 06 21:10:35 GMT 2023","5198","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest3","simplePropertyTest3()",""
"passed","Mon Nov 06 21:12:11 GMT 2023","Mon Nov 06 21:12:13 GMT 2023","1798","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Mon Nov 06 21:10:19 GMT 2023","Mon Nov 06 21:10:22 GMT 2023","2738","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Mon Nov 06 21:10:36 GMT 2023","Mon Nov 06 21:10:37 GMT 2023","979","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"passed","Mon Nov 06 21:09:56 GMT 2023","Mon Nov 06 21:09:58 GMT 2023","1517","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"passed","Mon Nov 06 21:09:24 GMT 2023","Mon Nov 06 21:09:29 GMT 2023","5666","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 21:10:11 GMT 2023","Mon Nov 06 21:10:13 GMT 2023","2174","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"failed","Mon Nov 06 21:12:20 GMT 2023","Mon Nov 06 21:12:25 GMT 2023","5565","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Mon Nov 06 21:10:07 GMT 2023","Mon Nov 06 21:10:09 GMT 2023","2421","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"passed","Mon Nov 06 21:09:18 GMT 2023","Mon Nov 06 21:09:24 GMT 2023","5660","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"failed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","15","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"failed","Mon Nov 06 21:08:50 GMT 2023","Mon Nov 06 21:09:01 GMT 2023","10884","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 21:12:15 GMT 2023","Mon Nov 06 21:12:15 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Mon Nov 06 21:12:25 GMT 2023","Mon Nov 06 21:12:25 GMT 2023","5","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Mon Nov 06 21:12:15 GMT 2023","Mon Nov 06 21:12:20 GMT 2023","4884","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"broken","Mon Nov 06 21:12:07 GMT 2023","Mon Nov 06 21:12:08 GMT 2023","810","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"broken","Mon Nov 06 21:12:08 GMT 2023","Mon Nov 06 21:12:08 GMT 2023","448","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"passed","Mon Nov 06 21:10:29 GMT 2023","Mon Nov 06 21:10:29 GMT 2023","68","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Mon Nov 06 21:10:09 GMT 2023","Mon Nov 06 21:10:09 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Mon Nov 06 21:10:17 GMT 2023","Mon Nov 06 21:10:18 GMT 2023","813","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"passed","Mon Nov 06 21:12:15 GMT 2023","Mon Nov 06 21:12:15 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"passed","Mon Nov 06 21:12:09 GMT 2023","Mon Nov 06 21:12:09 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"skipped","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Mon Nov 06 21:12:15 GMT 2023","Mon Nov 06 21:12:15 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"broken","Mon Nov 06 21:11:07 GMT 2023","Mon Nov 06 21:11:37 GMT 2023","30145","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"skipped","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:17 GMT 2023","1944","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"passed","Mon Nov 06 21:10:35 GMT 2023","Mon Nov 06 21:10:35 GMT 2023","264","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"broken","Mon Nov 06 21:10:37 GMT 2023","Mon Nov 06 21:11:07 GMT 2023","30144","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"skipped","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Mon Nov 06 21:10:35 GMT 2023","Mon Nov 06 21:10:36 GMT 2023","919","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"failed","Mon Nov 06 21:09:58 GMT 2023","Mon Nov 06 21:10:03 GMT 2023","5091","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Mon Nov 06 21:10:15 GMT 2023","Mon Nov 06 21:10:15 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"passed","Mon Nov 06 21:09:12 GMT 2023","Mon Nov 06 21:09:18 GMT 2023","5673","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"failed","Mon Nov 06 21:12:25 GMT 2023","Mon Nov 06 21:12:30 GMT 2023","4875","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Mon Nov 06 21:12:13 GMT 2023","Mon Nov 06 21:12:15 GMT 2023","1650","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Mon Nov 06 21:09:52 GMT 2023","Mon Nov 06 21:09:53 GMT 2023","1298","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
