"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 06:14:34 GMT 2023","Tue Nov 07 06:14:36 GMT 2023","2389","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"failed","Tue Nov 07 06:14:29 GMT 2023","Tue Nov 07 06:14:29 GMT 2023","26","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Tue Nov 07 06:14:04 GMT 2023","Tue Nov 07 06:14:06 GMT 2023","1628","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Tue Nov 07 06:14:29 GMT 2023","Tue Nov 07 06:14:29 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Tue Nov 07 06:16:31 GMT 2023","Tue Nov 07 06:16:31 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Tue Nov 07 06:14:07 GMT 2023","Tue Nov 07 06:14:09 GMT 2023","1800","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"failed","Tue Nov 07 06:14:29 GMT 2023","Tue Nov 07 06:14:29 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Tue Nov 07 06:14:50 GMT 2023","Tue Nov 07 06:14:50 GMT 2023","15","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Tue Nov 07 06:14:29 GMT 2023","Tue Nov 07 06:14:31 GMT 2023","2001","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"broken","Tue Nov 07 06:14:53 GMT 2023","Tue Nov 07 06:15:23 GMT 2023","30156","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Tue Nov 07 06:14:50 GMT 2023","Tue Nov 07 06:14:52 GMT 2023","1167","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"broken","Tue Nov 07 06:15:53 GMT 2023","Tue Nov 07 06:16:23 GMT 2023","30146","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Tue Nov 07 06:16:25 GMT 2023","Tue Nov 07 06:16:25 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"passed","Tue Nov 07 06:13:33 GMT 2023","Tue Nov 07 06:13:39 GMT 2023","5786","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Tue Nov 07 06:16:31 GMT 2023","Tue Nov 07 06:16:31 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"passed","Tue Nov 07 06:14:21 GMT 2023","Tue Nov 07 06:14:21 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"failed","Tue Nov 07 06:16:38 GMT 2023","Tue Nov 07 06:16:44 GMT 2023","5595","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"broken","Tue Nov 07 06:16:23 GMT 2023","Tue Nov 07 06:16:24 GMT 2023","684","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"broken","Tue Nov 07 06:16:24 GMT 2023","Tue Nov 07 06:16:25 GMT 2023","637","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"passed","Tue Nov 07 06:14:50 GMT 2023","Tue Nov 07 06:14:50 GMT 2023","330","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"broken","Tue Nov 07 06:14:50 GMT 2023","Tue Nov 07 06:14:50 GMT 2023","2","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Tue Nov 07 06:16:25 GMT 2023","Tue Nov 07 06:16:25 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest3","simplePropertyTest3()",""
"passed","Tue Nov 07 06:14:44 GMT 2023","Tue Nov 07 06:14:44 GMT 2023","47","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Tue Nov 07 06:14:52 GMT 2023","Tue Nov 07 06:14:53 GMT 2023","1217","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","downloadTest","downloadTest()",""
"passed","Tue Nov 07 06:16:28 GMT 2023","Tue Nov 07 06:16:30 GMT 2023","1869","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
