"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 06 15:44:03 GMT 2023","Mon Nov 06 15:44:03 GMT 2023","174","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"skipped","Mon Nov 06 15:43:47 GMT 2023","Mon Nov 06 15:43:47 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Mon Nov 06 15:43:12 GMT 2023","Mon Nov 06 15:43:15 GMT 2023","2302","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Mon Nov 06 15:44:22 GMT 2023","Mon Nov 06 15:44:22 GMT 2023","161","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Mon Nov 06 15:43:40 GMT 2023","Mon Nov 06 15:43:44 GMT 2023","3344","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Mon Nov 06 15:44:28 GMT 2023","Mon Nov 06 15:44:30 GMT 2023","1825","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"skipped","Mon Nov 06 15:43:47 GMT 2023","Mon Nov 06 15:43:47 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"broken","Mon Nov 06 15:44:28 GMT 2023","Mon Nov 06 15:44:28 GMT 2023","2","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"skipped","Mon Nov 06 15:43:47 GMT 2023","Mon Nov 06 15:43:47 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Mon Nov 06 15:44:01 GMT 2023","Mon Nov 06 15:44:03 GMT 2023","2149","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
