"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 06:16:15 GMT 2023","Tue Nov 07 06:16:15 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest3","simplePropertyTest3()",""
"skipped","Tue Nov 07 06:14:21 GMT 2023","Tue Nov 07 06:14:21 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"failed","Tue Nov 07 06:12:55 GMT 2023","Tue Nov 07 06:13:05 GMT 2023","9677","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Tue Nov 07 06:13:50 GMT 2023","Tue Nov 07 06:13:56 GMT 2023","5649","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Tue Nov 07 06:16:45 GMT 2023","Tue Nov 07 06:16:48 GMT 2023","2966","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"failed","Tue Nov 07 06:16:39 GMT 2023","Tue Nov 07 06:16:45 GMT 2023","5246","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"broken","Tue Nov 07 06:14:42 GMT 2023","Tue Nov 07 06:15:12 GMT 2023","30156","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"skipped","Tue Nov 07 06:14:21 GMT 2023","Tue Nov 07 06:14:21 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Tue Nov 07 06:14:25 GMT 2023","Tue Nov 07 06:14:27 GMT 2023","2357","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Tue Nov 07 06:14:35 GMT 2023","Tue Nov 07 06:14:35 GMT 2023","16","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
