"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 14:36:42 GMT 2023","Mon Nov 06 14:36:42 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Mon Nov 06 14:38:46 GMT 2023","Mon Nov 06 14:38:47 GMT 2023","1784","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Mon Nov 06 14:35:47 GMT 2023","Mon Nov 06 14:35:53 GMT 2023","5706","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 14:36:42 GMT 2023","Mon Nov 06 14:36:44 GMT 2023","1738","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"skipped","Mon Nov 06 14:36:42 GMT 2023","Mon Nov 06 14:36:42 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Mon Nov 06 14:36:33 GMT 2023","Mon Nov 06 14:36:36 GMT 2023","2922","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"failed","Mon Nov 06 14:36:42 GMT 2023","Mon Nov 06 14:36:42 GMT 2023","2","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"failed","Mon Nov 06 14:36:22 GMT 2023","Mon Nov 06 14:36:28 GMT 2023","5084","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Mon Nov 06 14:38:44 GMT 2023","Mon Nov 06 14:38:46 GMT 2023","1876","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"passed","Mon Nov 06 14:38:38 GMT 2023","Mon Nov 06 14:38:41 GMT 2023","2961","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Mon Nov 06 14:36:59 GMT 2023","Mon Nov 06 14:36:59 GMT 2023","21","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Mon Nov 06 14:36:10 GMT 2023","Mon Nov 06 14:36:16 GMT 2023","5646","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 14:39:01 GMT 2023","Mon Nov 06 14:39:01 GMT 2023","44","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Mon Nov 06 14:36:16 GMT 2023","Mon Nov 06 14:36:18 GMT 2023","1755","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Mon Nov 06 14:36:59 GMT 2023","Mon Nov 06 14:37:00 GMT 2023","48","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
