"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"failed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Sun Nov 05 18:27:40 GMT 2023","Sun Nov 05 18:27:46 GMT 2023","5863","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 18:28:23 GMT 2023","Sun Nov 05 18:28:23 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Sun Nov 05 18:28:50 GMT 2023","Sun Nov 05 18:28:51 GMT 2023","54","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest1","csvTest1()",""
"passed","Sun Nov 05 18:28:20 GMT 2023","Sun Nov 05 18:28:23 GMT 2023","2565","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"failed","Sun Nov 05 18:29:06 GMT 2023","Sun Nov 05 18:29:10 GMT 2023","4746","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"failed","Sun Nov 05 18:27:07 GMT 2023","Sun Nov 05 18:27:12 GMT 2023","5626","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"failed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","5","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"passed","Sun Nov 05 18:28:31 GMT 2023","Sun Nov 05 18:28:32 GMT 2023","1848","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"passed","Sun Nov 05 18:28:35 GMT 2023","Sun Nov 05 18:28:40 GMT 2023","5406","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Sun Nov 05 18:29:53 GMT 2023","Sun Nov 05 18:29:56 GMT 2023","3150","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"failed","Sun Nov 05 18:28:59 GMT 2023","Sun Nov 05 18:29:05 GMT 2023","6614","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Sun Nov 05 18:27:16 GMT 2023","Sun Nov 05 18:27:22 GMT 2023","6005","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"passed","Sun Nov 05 18:28:28 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","2876","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Sun Nov 05 18:27:46 GMT 2023","Sun Nov 05 18:27:52 GMT 2023","5888","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Sun Nov 05 18:29:35 GMT 2023","Sun Nov 05 18:29:35 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Sun Nov 05 18:28:23 GMT 2023","Sun Nov 05 18:28:23 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"failed","Sun Nov 05 18:28:51 GMT 2023","Sun Nov 05 18:28:56 GMT 2023","5497","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Sun Nov 05 18:27:34 GMT 2023","Sun Nov 05 18:27:40 GMT 2023","5896","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"passed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"failed","Sun Nov 05 18:29:42 GMT 2023","Sun Nov 05 18:29:48 GMT 2023","5984","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Sun Nov 05 18:27:57 GMT 2023","Sun Nov 05 18:28:03 GMT 2023","6013","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Sun Nov 05 18:28:56 GMT 2023","Sun Nov 05 18:28:56 GMT 2023","350","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"failed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","4","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"failed","Sun Nov 05 18:29:10 GMT 2023","Sun Nov 05 18:29:22 GMT 2023","11490","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Sun Nov 05 18:28:32 GMT 2023","Sun Nov 05 18:28:33 GMT 2023","876","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"passed","Sun Nov 05 18:28:07 GMT 2023","Sun Nov 05 18:28:09 GMT 2023","1754","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Sun Nov 05 18:29:30 GMT 2023","Sun Nov 05 18:29:33 GMT 2023","2544","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Sun Nov 05 18:29:48 GMT 2023","Sun Nov 05 18:29:48 GMT 2023","11","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"failed","Sun Nov 05 18:26:53 GMT 2023","Sun Nov 05 18:27:07 GMT 2023","13651","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Sun Nov 05 18:27:28 GMT 2023","Sun Nov 05 18:27:34 GMT 2023","5900","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 18:29:57 GMT 2023","Sun Nov 05 18:30:00 GMT 2023","3107","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"failed","Sun Nov 05 18:29:48 GMT 2023","Sun Nov 05 18:29:53 GMT 2023","5043","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Sun Nov 05 18:27:22 GMT 2023","Sun Nov 05 18:27:28 GMT 2023","5904","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"broken","Sun Nov 05 18:28:56 GMT 2023","Sun Nov 05 18:28:56 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Sun Nov 05 18:28:16 GMT 2023","Sun Nov 05 18:28:20 GMT 2023","4229","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"passed","Sun Nov 05 18:28:33 GMT 2023","Sun Nov 05 18:28:35 GMT 2023","1637","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Sun Nov 05 18:28:05 GMT 2023","Sun Nov 05 18:28:07 GMT 2023","1541","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Sun Nov 05 18:28:09 GMT 2023","Sun Nov 05 18:28:10 GMT 2023","1725","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"failed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","15","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Sun Nov 05 18:29:35 GMT 2023","Sun Nov 05 18:29:35 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Sun Nov 05 18:28:56 GMT 2023","Sun Nov 05 18:28:56 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"skipped","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"passed","Sun Nov 05 18:28:57 GMT 2023","Sun Nov 05 18:28:58 GMT 2023","1253","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Sun Nov 05 18:27:52 GMT 2023","Sun Nov 05 18:27:57 GMT 2023","5902","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 18:28:30 GMT 2023","Sun Nov 05 18:28:30 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"broken","Sun Nov 05 18:28:43 GMT 2023","Sun Nov 05 18:28:43 GMT 2023","90","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Sun Nov 05 18:28:03 GMT 2023","Sun Nov 05 18:28:05 GMT 2023","1722","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Sun Nov 05 18:27:14 GMT 2023","Sun Nov 05 18:27:16 GMT 2023","1600","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"failed","Sun Nov 05 18:28:10 GMT 2023","Sun Nov 05 18:28:16 GMT 2023","5479","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Sun Nov 05 18:28:56 GMT 2023","Sun Nov 05 18:28:57 GMT 2023","14","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Sun Nov 05 18:28:23 GMT 2023","Sun Nov 05 18:28:25 GMT 2023","2383","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
