"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 19:16:32 GMT 2023","Mon Nov 06 19:16:34 GMT 2023","2174","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Mon Nov 06 19:17:09 GMT 2023","Mon Nov 06 19:17:10 GMT 2023","1334","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","fileDownload","fileDownload()",""
"failed","Mon Nov 06 19:17:31 GMT 2023","Mon Nov 06 19:17:38 GMT 2023","6063","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"broken","Mon Nov 06 19:19:13 GMT 2023","Mon Nov 06 19:19:13 GMT 2023","700","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"passed","Mon Nov 06 19:16:28 GMT 2023","Mon Nov 06 19:16:30 GMT 2023","2182","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: sgtAWI975_!| and name of |User: login|",""
"passed","Mon Nov 06 19:17:19 GMT 2023","Mon Nov 06 19:17:20 GMT 2023","1676","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"passed","Mon Nov 06 19:16:09 GMT 2023","Mon Nov 06 19:16:15 GMT 2023","6274","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 19:16:49 GMT 2023","Mon Nov 06 19:16:53 GMT 2023","3569","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"failed","Mon Nov 06 19:19:41 GMT 2023","Mon Nov 06 19:19:47 GMT 2023","5584","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"broken","Mon Nov 06 19:17:41 GMT 2023","Mon Nov 06 19:18:11 GMT 2023","30227","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Mon Nov 06 19:19:41 GMT 2023","Mon Nov 06 19:19:41 GMT 2023","7","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Mon Nov 06 19:19:23 GMT 2023","Mon Nov 06 19:19:26 GMT 2023","3511","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Mon Nov 06 19:15:35 GMT 2023","Mon Nov 06 19:15:37 GMT 2023","2447","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 19:17:05 GMT 2023","Mon Nov 06 19:17:05 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"passed","Mon Nov 06 19:19:26 GMT 2023","Mon Nov 06 19:19:26 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"failed","Mon Nov 06 19:17:05 GMT 2023","Mon Nov 06 19:17:05 GMT 2023","2","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Mon Nov 06 19:19:26 GMT 2023","Mon Nov 06 19:19:34 GMT 2023","8308","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Mon Nov 06 19:16:15 GMT 2023","Mon Nov 06 19:16:22 GMT 2023","6338","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"broken","Mon Nov 06 19:17:20 GMT 2023","Mon Nov 06 19:17:20 GMT 2023","48","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 19:17:38 GMT 2023","Mon Nov 06 19:17:38 GMT 2023","471","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 19:16:43 GMT 2023","Mon Nov 06 19:16:49 GMT 2023","6382","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"passed","Mon Nov 06 19:19:14 GMT 2023","Mon Nov 06 19:19:14 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"passed","Mon Nov 06 19:16:22 GMT 2023","Mon Nov 06 19:16:28 GMT 2023","6427","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 19:17:13 GMT 2023","Mon Nov 06 19:17:19 GMT 2023","5818","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Mon Nov 06 19:17:05 GMT 2023","Mon Nov 06 19:17:05 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Mon Nov 06 19:19:26 GMT 2023","Mon Nov 06 19:19:26 GMT 2023","7","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"passed","Mon Nov 06 19:15:37 GMT 2023","Mon Nov 06 19:15:44 GMT 2023","6535","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 19:15:28 GMT 2023","Mon Nov 06 19:15:32 GMT 2023","3822","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 19:19:51 GMT 2023","Mon Nov 06 19:19:52 GMT 2023","1324","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"passed","Mon Nov 06 19:17:05 GMT 2023","Mon Nov 06 19:17:05 GMT 2023","6","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"failed","Mon Nov 06 19:15:12 GMT 2023","Mon Nov 06 19:15:28 GMT 2023","16314","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 19:17:38 GMT 2023","Mon Nov 06 19:17:38 GMT 2023","19","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"skipped","Mon Nov 06 19:17:05 GMT 2023","Mon Nov 06 19:17:05 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"broken","Mon Nov 06 19:18:11 GMT 2023","Mon Nov 06 19:18:42 GMT 2023","30226","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"passed","Mon Nov 06 19:19:47 GMT 2023","Mon Nov 06 19:19:51 GMT 2023","4010","","test_3.github.test_Github","","test_3.github.test_Github","shouldHaveProjectGithubFromSelenide","shouldHaveProjectGithubFromSelenide()",""
"passed","Mon Nov 06 19:16:53 GMT 2023","Mon Nov 06 19:16:53 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Mon Nov 06 19:17:38 GMT 2023","Mon Nov 06 19:17:38 GMT 2023","2","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Mon Nov 06 19:17:10 GMT 2023","Mon Nov 06 19:17:13 GMT 2023","2602","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Mon Nov 06 19:16:57 GMT 2023","Mon Nov 06 19:17:00 GMT 2023","3693","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"skipped","Mon Nov 06 19:17:05 GMT 2023","Mon Nov 06 19:17:05 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Mon Nov 06 19:19:26 GMT 2023","Mon Nov 06 19:19:26 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"broken","Mon Nov 06 19:19:12 GMT 2023","Mon Nov 06 19:19:13 GMT 2023","972","","pageObject.TestFormPage","","pageObject.TestFormPage","testForm","testForm()",""
"passed","Mon Nov 06 19:15:56 GMT 2023","Mon Nov 06 19:16:03 GMT 2023","6221","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 19:19:14 GMT 2023","Mon Nov 06 19:19:14 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest5","simplePropertyTest5()",""
