"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 16:02:14 GMT 2023","Mon Nov 06 16:02:29 GMT 2023","14800","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"broken","Mon Nov 06 16:04:01 GMT 2023","Mon Nov 06 16:04:02 GMT 2023","550","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"skipped","Mon Nov 06 16:01:55 GMT 2023","Mon Nov 06 16:01:55 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Mon Nov 06 16:04:08 GMT 2023","Mon Nov 06 16:04:14 GMT 2023","6232","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Mon Nov 06 16:01:48 GMT 2023","Mon Nov 06 16:01:51 GMT 2023","2282","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"failed","Mon Nov 06 16:00:29 GMT 2023","Mon Nov 06 16:00:38 GMT 2023","8710","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 16:00:44 GMT 2023","Mon Nov 06 16:00:46 GMT 2023","1587","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"broken","Mon Nov 06 16:03:00 GMT 2023","Mon Nov 06 16:03:30 GMT 2023","30140","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"failed","Mon Nov 06 16:04:19 GMT 2023","Mon Nov 06 16:04:24 GMT 2023","5037","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"broken","Mon Nov 06 16:02:30 GMT 2023","Mon Nov 06 16:03:00 GMT 2023","30153","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Mon Nov 06 16:01:33 GMT 2023","Mon Nov 06 16:01:35 GMT 2023","1520","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Mon Nov 06 16:01:51 GMT 2023","Mon Nov 06 16:01:52 GMT 2023","1826","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
