"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"passed","Sun Nov 05 18:26:23 GMT 2023","Sun Nov 05 18:26:23 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Sun Nov 05 18:25:21 GMT 2023","Sun Nov 05 18:25:23 GMT 2023","1895","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Sun Nov 05 18:25:07 GMT 2023","Sun Nov 05 18:25:09 GMT 2023","1307","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"passed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test2","test2()",""
"failed","Sun Nov 05 18:25:56 GMT 2023","Sun Nov 05 18:26:01 GMT 2023","4748","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"failed","Sun Nov 05 18:26:01 GMT 2023","Sun Nov 05 18:26:12 GMT 2023","11781","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"failed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test2","test2()",""
"failed","Sun Nov 05 18:25:48 GMT 2023","Sun Nov 05 18:25:56 GMT 2023","7406","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","20","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"passed","Sun Nov 05 18:24:40 GMT 2023","Sun Nov 05 18:24:46 GMT 2023","5650","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Sun Nov 05 18:25:17 GMT 2023","Sun Nov 05 18:25:19 GMT 2023","1914","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"failed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","3","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"failed","Sun Nov 05 18:26:34 GMT 2023","Sun Nov 05 18:26:38 GMT 2023","4850","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"broken","Sun Nov 05 18:25:46 GMT 2023","Sun Nov 05 18:25:46 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","8","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Sun Nov 05 18:24:29 GMT 2023","Sun Nov 05 18:24:34 GMT 2023","5690","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Sun Nov 05 18:26:41 GMT 2023","Sun Nov 05 18:26:42 GMT 2023","932","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"failed","Sun Nov 05 18:26:28 GMT 2023","Sun Nov 05 18:26:34 GMT 2023","5318","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Sun Nov 05 18:25:04 GMT 2023","Sun Nov 05 18:25:06 GMT 2023","1304","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"broken","Sun Nov 05 18:25:33 GMT 2023","Sun Nov 05 18:25:33 GMT 2023","93","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"skipped","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test3","test3()",""
"passed","Sun Nov 05 18:26:23 GMT 2023","Sun Nov 05 18:26:23 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"passed","Sun Nov 05 18:26:15 GMT 2023","Sun Nov 05 18:26:18 GMT 2023","2539","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
"passed","Sun Nov 05 18:25:28 GMT 2023","Sun Nov 05 18:25:32 GMT 2023","3255","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Sun Nov 05 18:26:20 GMT 2023","Sun Nov 05 18:26:21 GMT 2023","1812","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Sun Nov 05 18:25:27 GMT 2023","Sun Nov 05 18:25:28 GMT 2023","1096","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Sun Nov 05 18:25:19 GMT 2023","Sun Nov 05 18:25:19 GMT 2023","0","","allureTest.LabelsTest","","allureTest.LabelsTest","annotatedStepDynamic","annotatedStepDynamic()",""
"passed","Sun Nov 05 18:26:34 GMT 2023","Sun Nov 05 18:26:34 GMT 2023","10","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Sun Nov 05 18:25:46 GMT 2023","Sun Nov 05 18:25:47 GMT 2023","996","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Sun Nov 05 18:25:46 GMT 2023","Sun Nov 05 18:25:46 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","csvTest","csvTest()",""
"passed","Sun Nov 05 18:26:18 GMT 2023","Sun Nov 05 18:26:20 GMT 2023","1850","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"passed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:26 GMT 2023","1465","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"passed","Sun Nov 05 18:24:12 GMT 2023","Sun Nov 05 18:24:14 GMT 2023","1706","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"failed","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"skipped","Sun Nov 05 18:25:25 GMT 2023","Sun Nov 05 18:25:25 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test4","test4()",""
"passed","Sun Nov 05 18:24:23 GMT 2023","Sun Nov 05 18:24:29 GMT 2023","5687","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Sun Nov 05 18:25:33 GMT 2023","Sun Nov 05 18:25:41 GMT 2023","8095","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Sun Nov 05 18:25:06 GMT 2023","Sun Nov 05 18:25:07 GMT 2023","1707","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Sun Nov 05 18:26:21 GMT 2023","Sun Nov 05 18:26:23 GMT 2023","1553","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
