"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Nov 06 18:47:35 GMT 2023","Mon Nov 06 18:47:35 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"failed","Mon Nov 06 18:47:34 GMT 2023","Mon Nov 06 18:47:34 GMT 2023","46","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Mon Nov 06 18:46:20 GMT 2023","Mon Nov 06 18:46:22 GMT 2023","1740","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"failed","Mon Nov 06 18:47:35 GMT 2023","Mon Nov 06 18:47:35 GMT 2023","1","","jenkins.NegativeTest","","jenkins.NegativeTest","test5","test5()",""
"passed","Mon Nov 06 18:47:35 GMT 2023","Mon Nov 06 18:47:35 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"broken","Mon Nov 06 18:47:56 GMT 2023","Mon Nov 06 18:47:56 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"broken","Mon Nov 06 18:48:59 GMT 2023","Mon Nov 06 18:49:29 GMT 2023","30146","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Mon Nov 06 18:49:35 GMT 2023","Mon Nov 06 18:49:37 GMT 2023","1647","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Mon Nov 06 18:47:04 GMT 2023","Mon Nov 06 18:47:09 GMT 2023","5698","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Mon Nov 06 18:47:56 GMT 2023","Mon Nov 06 18:47:58 GMT 2023","1122","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Mon Nov 06 18:47:43 GMT 2023","Mon Nov 06 18:47:50 GMT 2023","7107","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPDF2","downloadPDF2()",""
"passed","Mon Nov 06 18:46:29 GMT 2023","Mon Nov 06 18:46:35 GMT 2023","5728","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 18:47:35 GMT 2023","Mon Nov 06 18:47:35 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Mon Nov 06 18:47:13 GMT 2023","Mon Nov 06 18:47:15 GMT 2023","1556","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"broken","Mon Nov 06 18:47:59 GMT 2023","Mon Nov 06 18:48:29 GMT 2023","30143","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Mon Nov 06 18:47:12 GMT 2023","Mon Nov 06 18:47:13 GMT 2023","1538","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: Gtrjgsgy563!!!Here| and name of |User: fill|",""
"passed","Mon Nov 06 18:47:21 GMT 2023","Mon Nov 06 18:47:25 GMT 2023","3824","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
