"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 05 18:16:35 GMT 2023","Sun Nov 05 18:16:41 GMT 2023","6010","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"failed","Sun Nov 05 18:17:19 GMT 2023","Sun Nov 05 18:17:24 GMT 2023","5648","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
"passed","Sun Nov 05 18:18:52 GMT 2023","Sun Nov 05 18:18:52 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"broken","Sun Nov 05 18:18:09 GMT 2023","Sun Nov 05 18:18:09 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Sun Nov 05 18:17:48 GMT 2023","Sun Nov 05 18:17:53 GMT 2023","5384","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"failed","Sun Nov 05 18:19:00 GMT 2023","Sun Nov 05 18:19:06 GMT 2023","6593","","test_3.github.TestLogin","","test_3.github.TestLogin","successfulSearchTest","successfulSearchTest()",""
"passed","Sun Nov 05 18:16:41 GMT 2023","Sun Nov 05 18:16:47 GMT 2023","6020","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"passed","Sun Nov 05 18:18:47 GMT 2023","Sun Nov 05 18:18:49 GMT 2023","2623","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Sun Nov 05 18:18:10 GMT 2023","Sun Nov 05 18:18:10 GMT 2023","28","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTestPojo","Тест русской раскладки",""
"passed","Sun Nov 05 18:18:09 GMT 2023","Sun Nov 05 18:18:10 GMT 2023","330","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Sun Nov 05 18:16:23 GMT 2023","Sun Nov 05 18:16:29 GMT 2023","6095","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
