"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","17","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"skipped","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Mon Nov 06 14:52:43 GMT 2023","Mon Nov 06 14:52:43 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test1","test1()",""
"broken","Mon Nov 06 14:51:33 GMT 2023","Mon Nov 06 14:52:03 GMT 2023","30140","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadText","uploadText()",""
"passed","Mon Nov 06 14:49:38 GMT 2023","Mon Nov 06 14:49:44 GMT 2023","5642","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Mon Nov 06 14:52:42 GMT 2023","Mon Nov 06 14:52:43 GMT 2023","1530","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Mon Nov 06 14:50:39 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","1859","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Mon Nov 06 14:49:44 GMT 2023","Mon Nov 06 14:49:50 GMT 2023","5630","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Mon Nov 06 14:52:38 GMT 2023","Mon Nov 06 14:52:38 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
"broken","Mon Nov 06 14:51:00 GMT 2023","Mon Nov 06 14:51:00 GMT 2023","1","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","zipTest","zipTest()",""
"passed","Mon Nov 06 14:52:38 GMT 2023","Mon Nov 06 14:52:38 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest3","simplePropertyTest3()",""
"passed","Mon Nov 06 14:50:43 GMT 2023","Mon Nov 06 14:50:45 GMT 2023","1363","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Mon Nov 06 14:52:43 GMT 2023","Mon Nov 06 14:52:43 GMT 2023","1","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Mon Nov 06 14:51:00 GMT 2023","Mon Nov 06 14:51:01 GMT 2023","306","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"broken","Mon Nov 06 14:50:49 GMT 2023","Mon Nov 06 14:50:49 GMT 2023","51","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 14:49:33 GMT 2023","Mon Nov 06 14:49:38 GMT 2023","5646","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"passed","Mon Nov 06 14:52:38 GMT 2023","Mon Nov 06 14:52:40 GMT 2023","1821","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"passed","Mon Nov 06 14:50:55 GMT 2023","Mon Nov 06 14:50:55 GMT 2023","57","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"broken","Mon Nov 06 14:51:03 GMT 2023","Mon Nov 06 14:51:33 GMT 2023","30146","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadImages","uploadImages()",""
"passed","Mon Nov 06 14:50:48 GMT 2023","Mon Nov 06 14:50:49 GMT 2023","1040","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdfAndSave","downloadPdfAndSave()",""
"passed","Mon Nov 06 14:50:07 GMT 2023","Mon Nov 06 14:50:12 GMT 2023","5624","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: gregg and password: poiyywfu6732!PP",""
"passed","Mon Nov 06 14:53:08 GMT 2023","Mon Nov 06 14:53:11 GMT 2023","3289","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenide","shouldFirstProjectGithubFromSelenide()",""
"passed","Mon Nov 06 14:50:21 GMT 2023","Mon Nov 06 14:50:23 GMT 2023","1485","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: poiyywfu6732!PP| and name of |User: gregg|",""
"passed","Mon Nov 06 14:52:43 GMT 2023","Mon Nov 06 14:52:49 GMT 2023","5809","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Mon Nov 06 14:52:43 GMT 2023","Mon Nov 06 14:52:43 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Mon Nov 06 14:50:01 GMT 2023","Mon Nov 06 14:50:07 GMT 2023","5661","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"skipped","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test2","test2()",""
"passed","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test1","test1()",""
"passed","Mon Nov 06 14:50:29 GMT 2023","Mon Nov 06 14:50:33 GMT 2023","3831","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"failed","Mon Nov 06 14:53:02 GMT 2023","Mon Nov 06 14:53:08 GMT 2023","5241","","test_3.github.test_Github","","test_3.github.test_Github","shouldFirstProjectGithubFromSelenideVoidTopContributor","shouldFirstProjectGithubFromSelenideVoidTopContributor()",""
"passed","Mon Nov 06 14:50:33 GMT 2023","Mon Nov 06 14:50:35 GMT 2023","2245","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"passed","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","0","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"failed","Mon Nov 06 14:52:55 GMT 2023","Mon Nov 06 14:53:00 GMT 2023","4913","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Mon Nov 06 14:50:45 GMT 2023","Mon Nov 06 14:50:48 GMT 2023","2789","","jobFiles.DownloadPdf","","jobFiles.DownloadPdf","downloadPdf","downloadPdf()",""
"passed","Mon Nov 06 14:50:35 GMT 2023","Mon Nov 06 14:50:35 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"passed","Mon Nov 06 14:52:55 GMT 2023","Mon Nov 06 14:52:55 GMT 2023","8","","test_3.github.TestLogin","","test_3.github.TestLogin","itShouldName","itShouldName()",""
"passed","Mon Nov 06 14:49:55 GMT 2023","Mon Nov 06 14:50:01 GMT 2023","5667","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfile","enterProfile(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 14:52:38 GMT 2023","Mon Nov 06 14:52:38 GMT 2023","0","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty4","simpleProperty4()",""
"skipped","Mon Nov 06 14:50:41 GMT 2023","Mon Nov 06 14:50:41 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test5","test5()",""
"failed","Mon Nov 06 14:50:55 GMT 2023","Mon Nov 06 14:51:00 GMT 2023","5445","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Mon Nov 06 14:50:23 GMT 2023","Mon Nov 06 14:50:24 GMT 2023","1481","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource1","enterProfileMethodSource1(String, String) Authorization user by |Password: gfhvqkh656!TT| and name of |User: ruffolo|",""
"passed","Mon Nov 06 14:52:38 GMT 2023","Mon Nov 06 14:52:38 GMT 2023","1","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simpleProperty1","simpleProperty1()",""
"passed","Mon Nov 06 14:52:36 GMT 2023","Mon Nov 06 14:52:38 GMT 2023","2154","","pageObject.TestFormPageAllure","","pageObject.TestFormPageAllure","testForm","Заполнение формы регистрации",""
