"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 09:10:27 GMT 2023","Mon Nov 06 09:10:27 GMT 2023","3","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePropertyTest","simplePropertyTest()",""
"passed","Mon Nov 06 09:07:56 GMT 2023","Mon Nov 06 09:08:02 GMT 2023","6353","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: login and password: sgtAWI975_!",""
"passed","Mon Nov 06 09:09:46 GMT 2023","Mon Nov 06 09:09:46 GMT 2023","91","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","jsonParseTest","jsonParseTest()",""
"passed","Mon Nov 06 09:09:05 GMT 2023","Mon Nov 06 09:09:09 GMT 2023","3433","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","testLambdaStepAttachments","testLambdaStepAttachments()",""
"passed","Mon Nov 06 09:10:36 GMT 2023","Mon Nov 06 09:10:44 GMT 2023","7925","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginSuccess","testLoginSuccess()",""
"passed","Mon Nov 06 09:09:51 GMT 2023","Mon Nov 06 09:09:52 GMT 2023","425","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","xlsParseTest","xlsParseTest()",""
"passed","Mon Nov 06 09:07:54 GMT 2023","Mon Nov 06 09:07:56 GMT 2023","2119","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"failed","Mon Nov 06 09:09:19 GMT 2023","Mon Nov 06 09:09:19 GMT 2023","9","","jenkins.NegativeTest","","jenkins.NegativeTest","test4","test4()",""
"failed","Mon Nov 06 09:10:07 GMT 2023","Mon Nov 06 09:10:19 GMT 2023","11764","","jobFiles.UploadFileTest","","jobFiles.UploadFileTest","uploadMp3","uploadMp3()",""
"passed","Mon Nov 06 09:10:36 GMT 2023","Mon Nov 06 09:10:36 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test2","test2()",""
"passed","Mon Nov 06 09:09:19 GMT 2023","Mon Nov 06 09:09:21 GMT 2023","2841","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadFileTxt","downloadFileTxt()",""
"passed","Mon Nov 06 09:09:52 GMT 2023","Mon Nov 06 09:09:54 GMT 2023","1787","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"failed","Mon Nov 06 09:09:46 GMT 2023","Mon Nov 06 09:09:51 GMT 2023","5831","","jobFiles.FilesParsingTest","","jobFiles.FilesParsingTest","pdfParseTest","pdfParseTest()",""
"passed","Mon Nov 06 09:10:30 GMT 2023","Mon Nov 06 09:10:33 GMT 2023","3044","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Mon Nov 06 09:08:15 GMT 2023","Mon Nov 06 09:08:21 GMT 2023","6141","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"failed","Mon Nov 06 09:09:18 GMT 2023","Mon Nov 06 09:09:18 GMT 2023","39","","jenkins.NegativeTest","","jenkins.NegativeTest","test1","test1()",""
"passed","Mon Nov 06 09:09:12 GMT 2023","Mon Nov 06 09:09:15 GMT 2023","3705","","allureTest.StepsTest","","allureTest.StepsTest","annotatedStep","annotatedStep()",""
"passed","Mon Nov 06 09:10:27 GMT 2023","Mon Nov 06 09:10:27 GMT 2023","5","","properties.SystemPropertiesTest","","properties.SystemPropertiesTest","simplePrTest","simplePrTest()",""
