"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 05 08:29:48 GMT 2023","Sun Nov 05 08:29:50 GMT 2023","1372","","jobFiles.DownloadFileTest","","jobFiles.DownloadFileTest","downloadCucumberFile","downloadCucumberFile()",""
"passed","Sun Nov 05 08:30:41 GMT 2023","Sun Nov 05 08:30:43 GMT 2023","1837","","testFormQa.testForm","","testFormQa.testForm","testForm2","testForm2()",""
"passed","Sun Nov 05 08:30:04 GMT 2023","Sun Nov 05 08:30:05 GMT 2023","1369","","jobFiles.SelenideFileTest","","jobFiles.SelenideFileTest","uploadFile","uploadFile()",""
"passed","Sun Nov 05 08:29:38 GMT 2023","Sun Nov 05 08:29:38 GMT 2023","1","","allureTest.LabelsTest","","allureTest.LabelsTest","testLambdaStepStatic","Создание issue для авторизованного пользователя",""
"passed","Sun Nov 05 08:28:53 GMT 2023","Sun Nov 05 08:28:58 GMT 2023","5702","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: ruffolo and password: gfhvqkh656!TT",""
"skipped","Sun Nov 05 08:29:45 GMT 2023","Sun Nov 05 08:29:45 GMT 2023","0","","jenkins.SkippedTest","","jenkins.SkippedTest","test1","test1()",""
"passed","Sun Nov 05 08:28:41 GMT 2023","Sun Nov 05 08:28:47 GMT 2023","5744","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfilePathFromData","enterProfilePathFromData(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Sun Nov 05 08:29:43 GMT 2023","Sun Nov 05 08:29:45 GMT 2023","2074","","allureTest.StepsTest","","allureTest.StepsTest","testLambdaStep","testLambdaStep()",""
"passed","Sun Nov 05 08:28:30 GMT 2023","Sun Nov 05 08:28:32 GMT 2023","1980","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","enterProfileMethodSource","enterProfileMethodSource(String, String) Authorization user by loginName: fill and password: Gtrjgsgy563!!!Here",""
"passed","Sun Nov 05 08:29:38 GMT 2023","Sun Nov 05 08:29:41 GMT 2023","2240","","allureTest.SelenideTest","","allureTest.SelenideTest","testIssueSearch","testIssueSearch()",""
"passed","Sun Nov 05 08:30:39 GMT 2023","Sun Nov 05 08:30:41 GMT 2023","1961","","testFormQa.testForm","","testFormQa.testForm","testForm3Faker","testForm3Faker()",""
"failed","Sun Nov 05 08:30:56 GMT 2023","Sun Nov 05 08:31:01 GMT 2023","4815","","test_3.github.TestLogin","","test_3.github.TestLogin","testLoginError","testLoginError()",""
"passed","Sun Nov 05 08:30:45 GMT 2023","Sun Nov 05 08:30:45 GMT 2023","0","","testTest.TestTest","","testTest.TestTest","test3","test3()",""
"passed","Sun Nov 05 08:30:43 GMT 2023","Sun Nov 05 08:30:45 GMT 2023","1635","","testFormQa.testForm","","testFormQa.testForm","testForm","testForm()",""
"passed","Sun Nov 05 08:29:45 GMT 2023","Sun Nov 05 08:29:45 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test5","test5()",""
"passed","Sun Nov 05 08:29:32 GMT 2023","Sun Nov 05 08:29:36 GMT 2023","3701","","allureTest.AttachmentsTest","","allureTest.AttachmentsTest","annotatedStepAttachments","annotatedStepAttachments()",""
"passed","Sun Nov 05 08:29:45 GMT 2023","Sun Nov 05 08:29:45 GMT 2023","2","","jenkins.PositiveTest","","jenkins.PositiveTest","test3","test3()",""
"failed","Sun Nov 05 08:29:45 GMT 2023","Sun Nov 05 08:29:45 GMT 2023","2","","jenkins.NegativeTest","","jenkins.NegativeTest","test3","test3()",""
"passed","Sun Nov 05 08:29:45 GMT 2023","Sun Nov 05 08:29:45 GMT 2023","1","","jenkins.PositiveTest","","jenkins.PositiveTest","test4","test4()",""
"failed","Sun Nov 05 08:29:28 GMT 2023","Sun Nov 05 08:29:32 GMT 2023","4479","","_12LessonJunit.ParametrizeForm","","_12LessonJunit.ParametrizeForm","prm","prm()",""
